id,Target
476,8.129258
477,7.472689
478,10.288659
479,11.208672
480,10.677203
481,13.982002
482,10.830654
483,10.684752
484,10.044676
485,11.933559
486,10.260178
487,10.817773
488,10.712828
489,15.233593
490,10.940071
491,14.865894
492,8.692806
493,7.446054
494,11.112896
495,8.4960165
496,10.922181
497,9.366125
498,7.112247
499,9.452178
500,8.384097
501,6.7733493
502,8.426294
503,17.43317
504,9.5439
505,10.519642
506,8.598312
507,8.539823
508,9.640306
509,9.601681
510,7.237789
511,8.936076
512,10.340422
513,8.089877
514,10.556489
515,10.926677
516,9.360654
517,9.708361
518,10.568123
519,6.3841443
520,7.2912135
521,9.617809
522,11.319244
523,6.6361055
524,7.6037126
525,11.134475
526,9.233892
527,15.215396
528,11.226961
529,7.193557
530,12.37934
531,11.240361
532,9.584369
533,10.619433
534,9.500303
535,10.375447
536,7.6010785
537,10.115408
538,6.5950503
539,15.515013
540,10.949126
541,12.182586
542,5.2727466
543,10.401918
544,10.39036
545,10.544296
546,10.422528
547,11.356719
548,8.56771
549,10.666257
550,9.04512
551,10.331163
552,10.851061
553,9.253446
554,10.805162
555,9.928722
556,7.6587067
557,8.657792
558,7.859591
559,16.08233
560,13.660091
561,18.835747
562,9.174934
563,9.411734
564,9.774242
565,17.672132
566,9.674435
567,7.396493
568,10.907604
569,11.877872
570,7.314643
571,9.532869
572,17.891056
573,7.268637
574,10.329748
575,8.612541
576,9.934259
577,7.91294
578,6.490592
579,8.185066
580,10.486862
581,8.668143
582,8.872875
583,6.611907
584,10.384329
585,11.239538
586,7.485006
587,8.164683
588,10.439396
589,11.11293
590,10.077999
591,8.221282
592,9.533239
593,4.028941
594,7.822461
595,10.723042
596,9.265386
597,9.858671
598,6.3702674
599,10.162018
600,7.438231
601,17.138123
602,8.0453415
603,8.497279
604,10.173534
605,8.578957
606,7.9545283
607,9.634412
608,10.16013
609,9.619884
610,6.571153
611,8.604045
612,10.514342
613,9.006482
614,7.141809
615,8.588565
616,6.20334
617,10.777275
618,6.92841
619,10.66984
620,11.738718
621,9.609492
622,9.050731
623,8.018469
624,10.970646
625,9.995855
626,8.304907
627,18.627024
628,10.632762
629,10.741984
630,18.0681
631,11.721922
632,10.547682
633,12.912142
634,10.785791
635,9.333935
636,10.465181
637,7.154656
638,10.44019
639,8.304268
640,4.784975
641,14.24444
642,14.942274
643,14.292393
644,11.218929
645,7.6262956
646,9.774977
647,7.0688796
648,8.249361
649,16.986765
650,10.366753
651,11.41239
652,10.409069
653,8.937005
654,10.866324
655,10.087155
656,6.5594497
657,5.487194
658,14.800662
659,6.6554637
660,10.718867
661,7.269429
662,10.361574
663,9.4633875
664,14.852924
665,10.604334
666,16.738834
667,9.916122
668,9.115187
669,15.677189
670,7.3240237
671,10.483436
672,10.717646
673,6.0328507
674,12.698921
675,14.096525
676,12.853472
677,15.790054
678,13.825151
679,11.092514
680,11.080396
681,7.7540545
682,9.362328
683,10.005807
684,18.812786
685,7.690214
686,11.424401
687,7.4107413
688,10.106098
689,4.496373
690,10.3033085
691,4.2786126
692,8.062733
693,10.690159
694,11.323922
695,10.172775
696,12.359296
697,10.867095
698,10.707826
699,10.384171
700,10.89995
701,7.591267
702,7.1454062
703,6.998918
704,10.083178
705,8.831116
706,13.947077
707,10.80246
708,8.973737
709,14.269962
710,6.6781554
711,9.374914
712,6.8001475
713,11.75957
714,11.731886
715,9.945525
716,9.49095
717,6.5555058
718,5.145784
719,11.97894
720,8.700703
721,10.790076
722,6.564616
723,4.989289
724,12.9123335
725,7.8673577
726,10.34693
727,10.770217
728,7.152879
729,10.277147
730,8.470834
731,9.049383
732,9.939075
733,9.390341
734,9.020098
735,5.591275
736,7.24149
737,13.8367405
738,6.3235993
739,10.175491
740,10.741684
741,10.486332
742,10.440745
743,15.565498
744,14.141321
745,9.974276
746,12.314473
747,11.291066
748,6.3846498
749,11.388321
750,10.40547
751,5.2104754
752,13.993385
753,11.128044
754,9.962308
755,9.907432
756,11.692389
757,19.487318
758,11.109706
759,8.168242
760,10.136252
761,11.864489
762,7.4954095
763,10.255354
764,10.842188
765,9.4836235
766,6.9509635
767,6.6468163
768,15.757981
769,10.01377
770,10.924128
771,13.557579
772,10.2654085
773,12.906418
774,9.794954
775,7.268175
776,8.903663
777,7.5690775
778,9.834791
779,11.058228
780,8.204925
781,9.822614
782,11.158653
783,9.648661
784,10.26502
785,8.211348
786,9.669841
787,10.916575
788,7.350374
789,4.1159854
790,10.438802
791,9.791284
792,5.1623707
793,9.15411
794,10.139904
795,6.9942756
796,7.015287
797,10.95837
798,9.255388
799,7.306238
800,8.412178
801,14.942035
802,6.624841
803,8.649389
804,10.920421
805,10.450788
806,7.4392676
807,11.691597
808,7.018087
809,10.67048
810,10.222599
811,10.17521
812,7.7885776
813,13.533146
814,13.110028
815,7.906137
816,9.96883
817,8.958195
818,7.916744
819,7.261532
820,9.894234
821,6.4081225
822,16.704367
823,11.09874
824,8.276378
825,11.007761
826,10.03961
827,5.1627674
828,7.4875126
829,6.8680005
830,13.566727
831,10.270328
832,6.065768
833,3.6747537
834,11.124145
835,5.362761
836,11.222096
837,10.607233
838,18.932392
839,9.030544
840,7.250236
841,8.160042
842,12.842048
843,7.3033223
844,6.703393
845,11.131747
846,7.8389516
847,9.684486
848,11.355621
849,7.7792416
850,10.630767
851,8.900974
852,7.098564
853,17.545185
854,10.485673
855,7.6048837
856,7.6208434
857,4.853938
858,10.807264
859,9.379144
860,9.997293
861,8.145089
862,10.584784
863,6.455214
864,6.7187095
865,5.2535596
866,7.9691787
867,9.544745
868,9.198845
869,6.652836
870,6.1665406
871,10.866006
872,10.861799
873,9.704814
874,9.783613
875,9.939339
876,10.389584
877,14.237438
878,9.782085
879,9.250591
880,10.067407
881,6.2029786
882,9.190311
883,6.8401513
884,10.738056
885,12.091742
886,7.506028
887,9.010928
888,9.333682
889,6.773847
890,8.557228
891,7.5414863
892,7.4546814
893,11.755781
894,12.420727
895,10.257515
896,6.710631
897,10.262044
898,6.4496984
899,10.297934
900,9.5103445
901,8.798454
902,8.646336
903,10.032457
904,9.3891
905,7.8189406
906,10.075384
907,9.281443
908,9.464378
909,10.28798
910,10.8506565
911,9.112612
912,11.51917
913,10.192171
914,8.232072
915,9.90012
916,7.2021456
917,6.343869
918,7.630768
919,13.184439
920,10.43861
921,6.6701407
922,14.403181
923,10.0725975
924,7.318189
925,9.26026
926,9.437344
927,5.995388
928,10.579153
929,10.152781
930,9.095518
931,6.1552405
932,14.480892
933,10.416964
934,10.188201
935,11.2685585
936,7.4757333
937,10.193201
938,10.486752
939,8.749807
940,9.04552
941,10.120213
942,11.778961
943,9.889811
944,10.811588
945,12.237335
946,7.697541
947,8.857389
948,8.719598
949,8.719243
950,9.45566
951,15.805877
952,11.465729
953,11.452402
954,11.556953
955,8.094913
956,8.4387
957,10.567025
958,6.0404887
959,7.45288
960,10.774068
961,10.756617
962,8.555513
963,5.908656
964,9.423939
965,11.282223
966,7.9703608
967,8.516953
968,7.804568
969,6.4046254
970,17.311821
971,5.4259305
972,10.567254
973,12.924894
974,11.879201
975,10.761812
976,7.8916774
977,9.965415
978,10.562185
979,11.583974
980,10.38754
981,10.90509
982,10.988819
983,10.661831
984,8.924012
985,6.050808
986,12.255751
987,6.286431
988,18.427938
989,9.401018
990,7.227157
991,9.156349
992,9.661842
993,11.544727
994,8.77242
995,10.074542
996,12.016209
997,8.871097
998,8.928621
999,10.627552
1000,5.893431
1001,14.7827835
1002,9.568304
1003,11.447262
1004,7.9752507
1005,12.617164
1006,14.2638855
1007,4.0449266
1008,10.5874815
1009,10.610514
1010,10.567123
1011,19.348583
1012,11.538084
1013,10.274033
1014,9.014329
1015,4.504687
1016,10.64219
1017,10.638725
1018,7.155537
1019,11.167202
1020,9.6042595
1021,10.3083
1022,8.196446
1023,10.838734
1024,10.318502
1025,9.241681
1026,9.8218775
1027,8.929074
1028,10.559187
1029,10.715406
1030,13.503246
1031,11.234777
1032,12.769693
1033,10.181332
1034,11.543425
1035,8.980402
1036,8.847074
1037,10.736113
1038,11.086649
1039,8.310605
1040,10.3908615
1041,9.784752
1042,8.398772
1043,5.017978
1044,9.586932
1045,8.697718
1046,11.991078
1047,4.66931
1048,10.22467
1049,10.218304
1050,10.220708
1051,7.6020856
1052,10.730367
1053,11.11241
1054,10.697436
1055,9.581268
1056,10.042929
1057,8.299596
1058,15.370368
1059,9.023113
1060,6.581188
1061,11.007219
1062,8.013629
1063,6.688249
1064,8.672494
1065,7.162501
1066,9.380318
1067,8.948942
1068,13.639927
1069,13.84392
1070,9.626425
1071,10.69286
1072,8.627952
1073,14.984716
1074,9.210821
1075,9.994861
1076,10.8326
1077,9.4438715
1078,10.708252
1079,11.225813
1080,12.048153
1081,12.04143
1082,10.709555
1083,11.2769785
1084,9.836097
1085,10.37265
1086,8.324498
1087,7.9729867
1088,10.58828
1089,12.766621
1090,12.291578
1091,8.707914
1092,9.525799
1093,8.400041
1094,7.314569
1095,10.804945
1096,7.5516925
1097,5.4616504
1098,9.884816
1099,12.826312
1100,10.823082
1101,9.548141
1102,7.9735713
1103,9.679107
1104,7.225384
1105,4.853777
1106,9.373783
1107,10.101433
1108,9.29044
1109,8.397442
1110,6.520526
1111,7.2077804
1112,9.789534
1113,9.528385
1114,10.016179
1115,10.266931
1116,6.6278977
1117,16.700361
1118,11.628409
1119,10.068871
1120,4.7727942
1121,8.755486
1122,12.570722
1123,10.762781
1124,5.6076226
1125,9.332666
1126,10.713963
1127,11.310758
1128,10.795353
1129,9.653865
1130,11.034681
1131,11.499915
1132,10.662851
1133,7.1719756
1134,10.389648
1135,9.929287
1136,8.0239315
1137,7.370173
1138,7.0200562
1139,16.200287
1140,5.325094
1141,7.2315135
1142,10.076096
1143,11.216684
1144,10.643149
1145,9.293447
1146,9.942739
1147,10.093217
1148,9.018318
1149,10.016138
1150,7.198734
1151,9.815594
1152,11.368008
1153,10.62969
1154,10.276091
1155,11.072155
1156,7.010604
1157,9.41932
1158,11.237444
1159,10.299289
1160,11.557169
1161,10.44992
1162,5.3888173
1163,11.491519
1164,8.988745
1165,9.476316
1166,10.60824
1167,8.861472
1168,7.8472505
1169,11.487292
1170,9.118732
1171,9.874306
1172,8.789372
1173,11.662504
1174,12.527
1175,11.739424
1176,9.68354
1177,11.522074
1178,13.9613905
1179,10.831399
1180,10.755637
1181,9.798748
1182,7.422533
1183,10.298611
1184,14.20409
1185,8.688489
1186,11.155262
1187,10.37494
1188,9.873016
1189,9.460369
1190,5.856876
1191,8.197691
1192,9.899486
1193,9.442479
1194,12.165675
1195,10.355566
1196,9.992941
1197,9.187928
1198,7.0460076
1199,15.333727
1200,10.069812
1201,9.929121
1202,5.399413
1203,8.4573965
1204,9.754118
1205,12.221716
1206,10.267078
1207,9.229442
1208,12.096892
1209,6.4851604
1210,9.711102
1211,9.602863
1212,9.211847
1213,7.549991
1214,9.64237
1215,8.702889
1216,10.039821
1217,6.874869
1218,12.556648
1219,14.157311
1220,15.274186
1221,9.528621
1222,10.527584
1223,8.222313
1224,9.747276
1225,6.707989
1226,6.621717
1227,18.639645
1228,8.628569
1229,10.390952
1230,10.45317
1231,8.485584
1232,10.466055
1233,9.064909
1234,10.854141
1235,13.713461
1236,10.793201
1237,15.774996
1238,9.272874
1239,11.182491
1240,9.716665
1241,11.943468
1242,17.240168
1243,9.912536
1244,9.482261
1245,10.818968
1246,11.112223
1247,8.678256
1248,9.800559
1249,14.2450905
1250,11.531126
1251,7.2757707
1252,6.663585
1253,6.7980046
1254,10.952173
1255,14.994923
1256,7.1913505
1257,6.523695
1258,7.226197
1259,10.015014
1260,10.94643
1261,10.308214
1262,16.272133
1263,8.596311
1264,9.973526
1265,12.3438835
1266,7.721086
1267,9.801048
1268,10.961361
1269,10.298615
1270,7.4042816
1271,10.900503
1272,15.216161
1273,9.3286705
1274,17.211935
1275,7.1654534
1276,7.285836
1277,6.908573
1278,10.810539
1279,7.4683814
1280,7.0207014
1281,14.97529
1282,11.49228
1283,17.924847
1284,14.206232
1285,10.966285
1286,9.887986
1287,9.633591
1288,7.348432
1289,7.112857
1290,7.985038
1291,12.028694
1292,9.932781
1293,9.760595
1294,10.023279
1295,9.465526
1296,9.766563
1297,11.705571
1298,6.3205957
1299,7.958546
1300,10.903755
1301,9.388919
1302,6.7995353
1303,9.455884
1304,10.149879
1305,9.543997
1306,10.811059
1307,7.672784
1308,4.6609187
1309,8.641224
1310,9.216423
1311,10.403786
1312,6.9818125
1313,10.331523
1314,6.3836803
1315,11.018871
1316,10.236084
1317,4.9982324
1318,8.149144
1319,14.723864
1320,11.078199
1321,10.838193
1322,11.437854
1323,9.533398
1324,11.15312
1325,9.833776
1326,11.44898
1327,8.872302
1328,10.619835
1329,5.942409
1330,11.367907
1331,14.187698
1332,7.704059
1333,9.113559
1334,9.494369
1335,6.6593013
1336,9.855238
1337,10.242893
1338,15.270039
1339,9.564778
1340,15.685297
1341,11.884199
1342,13.648998
1343,7.3585677
1344,7.835978
1345,10.909817
1346,9.475985
1347,10.374702
1348,5.8347635
1349,13.6273365
1350,8.643812
1351,6.5960393
1352,8.911678
1353,8.189693
1354,7.1146154
1355,9.766039
1356,9.649236
1357,9.471786
1358,8.940759
1359,6.483837
1360,6.1703553
1361,10.539656
1362,10.71653
1363,10.332357
1364,9.076605
1365,8.047046
1366,16.926126
1367,6.61871
1368,7.463738
1369,11.121078
1370,8.381897
1371,7.128279
1372,11.296478
1373,10.866311
1374,8.438986
1375,7.3514028
1376,9.378651
1377,13.828774
1378,6.9518085
1379,9.348766
1380,10.371848
1381,6.703878
1382,12.205598
1383,10.238031
1384,16.379622
1385,9.3666525
1386,6.4690037
1387,15.755672
1388,6.6097875
1389,10.978832
1390,16.169283
1391,18.335718
1392,6.281561
1393,10.920274
1394,10.421112
1395,8.83299
1396,9.248688
1397,8.645853
1398,9.958832
1399,7.323877
1400,7.4009056
1401,7.055179
1402,11.304962
1403,9.802027
1404,9.844011
1405,11.155491
1406,7.545328
1407,11.450117
1408,8.125801
1409,7.192176
1410,11.757561
1411,12.455061
1412,10.947044
1413,10.984592
1414,13.94759
1415,6.787489
1416,10.636997
1417,6.169212
1418,10.749442
1419,9.469255
1420,10.062125
1421,10.826759
1422,10.08734
1423,9.045208
1424,6.532573
1425,7.23175
1426,10.151329
1427,7.266505
1428,9.851987
1429,7.853434
1430,16.279997
1431,9.488592
1432,5.7804294
1433,9.715047
1434,6.7032843
1435,5.4037375
1436,8.636826
1437,8.358249
1438,14.160653
1439,8.927772
1440,11.321264
1441,9.884647
1442,15.734864
1443,9.6968565
1444,7.7559257
1445,7.6247063
1446,9.229655
1447,5.0638585
1448,7.4348216
1449,7.969674
1450,4.6754165
1451,10.612623
1452,10.972607
1453,10.054449
1454,7.338489
1455,10.918381
1456,16.10879
1457,6.2343793
1458,8.714054
1459,10.131152
1460,8.770623
1461,7.853296
1462,13.708693
1463,10.717979
1464,11.248882
1465,10.02453
1466,9.930979
1467,10.795171
1468,7.032731
1469,8.087924
1470,9.703193
1471,9.110498
1472,9.487547
1473,10.344543
1474,6.895674
1475,11.005869
1476,9.734732
1477,7.9243083
1478,5.590907
1479,10.823257
1480,12.248721
1481,10.234615
1482,5.7324386
1483,15.057491
1484,8.508983
1485,6.711038
1486,9.096041
1487,11.233863
1488,10.924677
1489,17.857098
1490,10.678848
1491,6.602424
1492,10.274309
1493,14.195953
1494,10.272867
1495,9.715149
1496,10.343196
1497,6.724787
1498,13.875041
1499,6.941181
1500,11.831348
1501,10.205912
1502,11.256013
1503,14.970534
1504,6.098458
1505,9.159878
1506,8.144769
1507,6.176849
1508,19.661308
1509,9.896106
1510,8.544608
1511,9.73768
1512,11.374609
1513,10.466904
1514,9.107147
1515,6.8947954
1516,6.529772
1517,10.982843
1518,12.948708
1519,10.931576
1520,12.066556
1521,9.633447
1522,8.064989
1523,10.56869
1524,10.923724
1525,6.7659297
1526,9.108335
1527,10.327153
1528,10.367931
1529,10.633191
1530,10.067005
1531,7.050035
1532,9.566623
1533,7.292747
1534,9.721756
1535,6.3483667
1536,9.437275
1537,10.962254
1538,10.285046
1539,7.002875
1540,12.834375
1541,10.691759
1542,6.946333
1543,10.567409
1544,5.8699403
1545,11.802418
1546,6.211923
1547,8.012778
1548,10.6236
1549,10.235474
1550,10.615472
1551,7.3244314
1552,10.601503
1553,10.035757
1554,9.17581
1555,5.6422067
1556,14.470066
1557,10.726643
1558,10.1019
1559,8.220847
1560,4.453921
1561,11.444703
1562,5.8384137
1563,8.545252
1564,16.995813
1565,15.249164
1566,6.6955028
1567,7.4624743
1568,6.103922
1569,10.637804
1570,11.804169
1571,8.057307
1572,5.7343755
1573,10.0912285
1574,8.408054
1575,11.0814495
1576,11.0257225
1577,11.907333
1578,10.136832
1579,11.491226
1580,4.8803887
1581,8.006496
1582,10.448883
1583,15.44327
1584,4.0405927
1585,11.603981
1586,7.6049457
1587,6.3167143
1588,10.619133
1589,10.5449295
1590,12.205555
1591,6.880928
1592,10.430247
1593,8.906529
1594,14.316579
1595,13.502721
1596,9.452866
1597,8.494641
1598,6.9571333
1599,10.200288
1600,7.102595
1601,8.972331
1602,7.1246
1603,6.340035
1604,17.48977
1605,8.508167
1606,9.223368
1607,9.15436
1608,9.6242695
1609,10.046494
1610,10.623621
1611,11.650343
1612,16.866222
1613,9.010336
1614,9.835841
1615,10.579796
1616,7.184526
1617,6.7272964
1618,7.2079206
1619,5.2612205
1620,8.492605
1621,9.396776
1622,5.159432
1623,9.570017
1624,10.35305
1625,11.014741
1626,7.71162
1627,8.788386
1628,12.498381
1629,8.770071
1630,9.360018
1631,10.544637
1632,7.607952
1633,10.539791
1634,10.335657
1635,10.594709
1636,8.241632
1637,10.922422
1638,7.5590935
1639,7.6365333
1640,9.758936
1641,6.9929895
1642,5.2618265
1643,10.749267
1644,10.382586
1645,7.443569
1646,10.116365
1647,16.832933
1648,9.514946
1649,7.5789757
1650,15.064627
1651,7.8995905
1652,15.391666
1653,11.788729
1654,11.646133
1655,10.948745
1656,12.642806
1657,7.237537
1658,8.701193
1659,10.152682
1660,7.650537
1661,7.2006087
1662,10.59959
1663,9.423382
1664,9.27751
1665,6.6908536
1666,11.034622
1667,8.146579
1668,11.770447
1669,10.2223625
1670,7.753667
1671,12.171063
1672,7.851765
1673,7.9371448
1674,4.766605
1675,11.535395
1676,10.700848
1677,17.902615
1678,6.12739
1679,8.840905
1680,10.579494
1681,11.661971
1682,10.378711
1683,11.088248
1684,9.420988
1685,19.150728
1686,10.85337
1687,5.8619986
1688,10.2199135
1689,10.228804
1690,7.0485215
1691,10.356962
1692,8.60123
1693,5.333195
1694,10.677182
1695,10.334095
1696,9.824819
1697,9.687433
1698,4.329867
1699,6.9337115
1700,8.158895
1701,6.6077695
1702,9.666485
1703,15.064682
1704,6.270289
1705,8.235193
1706,5.933254
1707,16.320644
1708,6.450272
1709,6.766268
1710,8.290989
1711,10.835047
1712,9.838055
1713,11.0341015
1714,7.50777
1715,7.8304224
1716,11.5283985
1717,10.36816
1718,9.087967
1719,8.143675
1720,7.882209
1721,6.049406
1722,9.555422
1723,4.5561595
1724,7.789308
1725,14.181132
1726,10.863449
1727,8.187358
1728,5.9054227
1729,10.313777
1730,11.052512
1731,9.491356
1732,10.822531
1733,4.5223556
1734,6.8474565
1735,10.849416
1736,8.9172945
1737,11.3649235
1738,9.999549
1739,7.476564
1740,9.66191
1741,10.337151
1742,7.929211
1743,10.236059
1744,10.382466
1745,9.317938
1746,9.608078
1747,8.133556
1748,10.9009905
1749,13.036468
1750,9.200619
1751,14.957894
1752,7.662002
1753,8.94343
1754,12.414429
1755,10.571213
1756,9.80729
1757,6.7959237
1758,9.758938
1759,9.707617
1760,5.598882
1761,11.260605
1762,11.362662
1763,9.286149
1764,4.846088
1765,5.645885
1766,9.588684
1767,9.996598
1768,9.175693
1769,11.195574
1770,9.94869
1771,6.0817285
1772,9.522913
1773,10.66184
1774,10.003113
1775,7.4916472
1776,9.963339
1777,15.981004
1778,11.555143
1779,15.65147
1780,8.805789
1781,8.258591
1782,10.052135
1783,7.687014
1784,10.114542
1785,8.595496
1786,8.05009
1787,8.730816
1788,10.338454
1789,10.080776
1790,9.259882
1791,8.888442
1792,10.545296
1793,6.5143394
1794,11.739035
1795,8.367915
1796,7.7032075
1797,10.0708065
1798,9.921089
1799,9.9967575
1800,10.0060215
1801,12.018564
1802,10.209709
1803,9.497192
1804,11.583221
1805,10.082427
1806,11.172888
1807,11.57418
1808,10.380453
1809,8.84427
1810,12.63756
1811,5.175876
1812,9.449755
1813,10.80686
1814,7.7280726
1815,6.4964113
1816,12.128872
1817,7.642814
1818,8.0300045
1819,11.511827
1820,8.037939
1821,5.0619025
1822,9.267968
1823,9.5803585
1824,11.093285
1825,7.823321
1826,10.886799
1827,10.535308
1828,7.670033
1829,15.2082615
1830,9.891879
1831,9.806956
1832,10.49712
1833,8.897633
1834,8.844514
1835,10.207427
1836,12.342308
1837,10.641562
1838,15.095492
